Name,Mean (ps),2*Stdev (ps)
All.foldl' (+) 0 (powers of two).MapBU.2,4751,250
All.foldl' (+) 0 (powers of two).MapUL.2,6093,508
All.foldl' (+) 0 (powers of two).MapUB.2,4898,342
All.foldl' (+) 0 (powers of two).MapUU.2,5048,352
All.foldl' (+) 0 (powers of two).HashMapLazy.4,16337,1496
All.foldl' (+) 0 (powers of two).HashMapStrict.4,16360,1314
All.foldl' (+) 0 (powers of two).MapBL.4,8923,440
All.foldl' (+) 0 (powers of two).MapBB.4,5436,444
All.foldl' (+) 0 (powers of two).MapBU.4,5360,394
All.foldl' (+) 0 (powers of two).MapUL.4,8678,492
All.foldl' (+) 0 (powers of two).MapUB.4,5478,234
All.foldl' (+) 0 (powers of two).MapUU.4,5472,438
All.foldl' (+) 0 (powers of two).HashMapLazy.8,25357,2458
All.foldl' (+) 0 (powers of two).HashMapStrict.8,24981,2394
All.foldl' (+) 0 (powers of two).MapBL.8,12831,968
All.foldl' (+) 0 (powers of two).MapBB.8,6370,334
All.foldl' (+) 0 (powers of two).MapBU.8,6018,366
All.foldl' (+) 0 (powers of two).MapUL.8,12709,784
All.foldl' (+) 0 (powers of two).MapUB.8,6333,360
All.foldl' (+) 0 (powers of two).MapUU.8,6467,412
All.foldl' (+) 0 (powers of two).HashMapLazy.16,41691,3220
All.foldl' (+) 0 (powers of two).HashMapStrict.16,43489,1926
All.foldl' (+) 0 (powers of two).MapBL.16,21214,1692
All.foldl' (+) 0 (powers of two).MapBB.16,10235,638
All.foldl' (+) 0 (powers of two).MapBU.16,10205,218
All.foldl' (+) 0 (powers of two).MapUL.16,20680,1804
All.foldl' (+) 0 (powers of two).MapUB.16,9962,434
All.foldl' (+) 0 (powers of two).MapUU.16,10160,974
All.foldl' (+) 0 (powers of two).HashMapLazy.32,68520,5064
All.foldl' (+) 0 (powers of two).HashMapStrict.32,67037,4230
All.foldl' (+) 0 (powers of two).MapBL.32,43529,2074
All.foldl' (+) 0 (powers of two).MapBB.32,15180,1432
All.foldl' (+) 0 (powers of two).MapBU.32,15121,402
All.foldl' (+) 0 (powers of two).MapUL.32,42977,3038
All.foldl' (+) 0 (powers of two).MapUB.32,14997,792
All.foldl' (+) 0 (powers of two).MapUU.32,13936,790
All.foldl' (+) 0 (powers of two).HashMapLazy.64,239769,11180
All.foldl' (+) 0 (powers of two).HashMapStrict.64,243424,10626
All.foldl' (+) 0 (powers of two).MapBL.64,111374,10630
All.foldl' (+) 0 (powers of two).MapBB.64,66997,4796
All.foldl' (+) 0 (powers of two).MapBU.64,69724,6284
All.foldl' (+) 0 (powers of two).MapUL.64,108267,8100
All.foldl' (+) 0 (powers of two).MapUB.64,65814,2116
All.foldl' (+) 0 (powers of two).MapUU.64,68894,4162
All.foldl' (+) 0 (powers of two).HashMapLazy.128,416913,17950
All.foldl' (+) 0 (powers of two).HashMapStrict.128,381765,7840
All.foldl' (+) 0 (powers of two).MapBL.128,161420,8628
All.foldl' (+) 0 (powers of two).MapBB.128,85028,5140
All.foldl' (+) 0 (powers of two).MapBU.128,77926,4258
All.foldl' (+) 0 (powers of two).MapUL.128,153559,6176
All.foldl' (+) 0 (powers of two).MapUB.128,77882,3116
All.foldl' (+) 0 (powers of two).MapUU.128,77655,4524
All.foldl' (+) 0 (powers of two).HashMapLazy.256,724649,46146
All.foldl' (+) 0 (powers of two).HashMapStrict.256,770759,58138
All.foldl' (+) 0 (powers of two).MapBL.256,280140,21128
All.foldl' (+) 0 (powers of two).MapBB.256,95636,7734
All.foldl' (+) 0 (powers of two).MapBU.256,96309,5122
All.foldl' (+) 0 (powers of two).MapUL.256,270426,11540
All.foldl' (+) 0 (powers of two).MapUB.256,97268,5160
All.foldl' (+) 0 (powers of two).MapUU.256,95262,8664
All.foldl' (+) 0 (powers of two).HashMapLazy.512,1210691,89926
All.foldl' (+) 0 (powers of two).HashMapStrict.512,1210208,41028
All.foldl' (+) 0 (powers of two).MapBL.512,509382,31226
All.foldl' (+) 0 (powers of two).MapBB.512,144001,7430
All.foldl' (+) 0 (powers of two).MapBU.512,262716,15372
All.foldl' (+) 0 (powers of two).MapUL.512,521485,40762
All.foldl' (+) 0 (powers of two).MapUB.512,148007,9882
All.foldl' (+) 0 (powers of two).MapUU.512,267685,22972
All.foldl' (+) 0 (powers of two).HashMapLazy.1024,2143927,132190
All.foldl' (+) 0 (powers of two).HashMapStrict.1024,2033800,138220
All.foldl' (+) 0 (powers of two).MapBL.1024,958155,53574
All.foldl' (+) 0 (powers of two).MapBB.1024,269167,26256
All.foldl' (+) 0 (powers of two).MapBU.1024,589445,49844
All.foldl' (+) 0 (powers of two).MapUL.1024,971336,76420
All.foldl' (+) 0 (powers of two).MapUB.1024,273984,24936
All.foldl' (+) 0 (powers of two).MapUU.1024,614186,30078
All.toList (small).HashMapLazy.0,4060,242
All.toList (small).HashMapStrict.0,3728,304
All.toList (small).MapBL.0,3530,238
All.toList (small).MapBB.0,3726,288
All.toList (small).MapBU.0,3751,272
All.toList (small).MapUL.0,3626,218
All.toList (small).MapUB.0,3517,158
All.toList (small).MapUU.0,3608,204
All.toList (small).HashMapLazy.1,7459,436
All.toList (small).HashMapStrict.1,7517,666
All.toList (small).MapBL.1,7558,702
All.toList (small).MapBB.1,7345,298
All.toList (small).MapBU.1,6823,552
All.toList (small).MapUL.1,7126,454
All.toList (small).MapUB.1,6934,612
All.toList (small).MapUU.1,7048,614
All.toList (small).HashMapLazy.2,25132,1340
All.toList (small).HashMapStrict.2,26763,2320
All.toList (small).MapBL.2,31804,2684
All.toList (small).MapBB.2,37342,1576
All.toList (small).MapBU.2,41819,2032
All.toList (small).MapUL.2,33552,2388
All.toList (small).MapUB.2,39694,2714
All.toList (small).MapUU.2,40525,2892
All.toList (small).HashMapLazy.3,30450,2830
All.toList (small).HashMapStrict.3,31574,2450
All.toList (small).MapBL.3,43308,3714
All.toList (small).MapBB.3,49515,4028
All.toList (small).MapBU.3,53180,5096
All.toList (small).MapUL.3,41557,3002
All.toList (small).MapUB.3,53980,4568
All.toList (small).MapUU.3,55791,3702
All.toList (small).HashMapLazy.4,38834,2806
All.toList (small).HashMapStrict.4,40416,2256
All.toList (small).MapBL.4,51945,4736
All.toList (small).MapBB.4,67288,690
All.toList (small).MapBU.4,65380,5854
All.toList (small).MapUL.4,51675,4240
All.toList (small).MapUB.4,64109,4686
All.toList (small).MapUU.4,72139,6698
All.toList (small).HashMapLazy.5,45795,4076
All.toList (small).HashMapStrict.5,45710,3414
All.toList (small).MapBL.5,60597,4100
All.toList (small).MapBB.5,70894,3702
All.toList (small).MapBU.5,80149,6408
All.toList (small).MapUL.5,61348,2844
All.toList (small).MapUB.5,79441,4492
All.toList (small).MapUU.5,88450,7818
All.toList (small).HashMapLazy.6,55885,3344
All.toList (small).HashMapStrict.6,58151,3186
All.toList (small).MapBL.6,72443,4418
All.toList (small).MapBB.6,90726,5524
All.toList (small).MapBU.6,101505,8272
All.toList (small).MapUL.6,79279,2730
All.toList (small).MapUB.6,95886,7870
All.toList (small).MapUU.6,102190,5024
All.toList (small).HashMapLazy.7,65877,3126
All.toList (small).HashMapStrict.7,68108,3560
All.toList (small).MapBL.7,82536,3694
All.toList (small).MapBB.7,101899,7026
All.toList (small).MapBU.7,109120,5922
All.toList (small).MapUL.7,83756,8154
All.toList (small).MapUB.7,104771,9586
All.toList (small).MapUU.7,117262,6458
All.toList (small).HashMapLazy.8,75357,7208
All.toList (small).HashMapStrict.8,80420,7946
All.toList (small).MapBL.8,96504,3100
All.toList (small).MapBB.8,121932,10832
All.toList (small).MapBU.8,127842,10046
All.toList (small).MapUL.8,93279,5964
All.toList (small).MapUB.8,124005,5936
All.toList (small).MapUU.8,135260,5612
All.toList (small).HashMapLazy.9,84517,5758
All.toList (small).HashMapStrict.9,82054,6044
All.toList (small).MapBL.9,100259,8986
All.toList (small).MapBB.9,128782,11186
All.toList (small).MapBU.9,133379,11022
All.toList (small).MapUL.9,108242,7042
All.toList (small).MapUB.9,138838,13172
All.toList (small).MapUU.9,149576,12038
All.toList (small).HashMapLazy.10,89747,4016
All.toList (small).HashMapStrict.10,91295,8424
All.toList (small).MapBL.10,113608,5132
All.toList (small).MapBB.10,143891,13000
All.toList (small).MapBU.10,148770,5478
All.toList (small).MapUL.10,112466,7728
All.toList (small).MapUB.10,147204,13376
All.toList (small).MapUU.10,160154,6034
All.toList (small).HashMapLazy.11,101172,6718
All.toList (small).HashMapStrict.11,92663,9090
All.toList (small).MapBL.11,118302,9624
All.toList (small).MapBB.11,151631,10858
All.toList (small).MapBU.11,155973,7774
All.toList (small).MapUL.11,125965,3476
All.toList (small).MapUB.11,164069,14380
All.toList (small).MapUU.11,185394,4134
All.toList (small).HashMapLazy.12,112502,7822
All.toList (small).HashMapStrict.12,126962,11330
All.toList (small).MapBL.12,134774,10052
All.toList (small).MapBB.12,166399,11634
All.toList (small).MapBU.12,174894,9304
All.toList (small).MapUL.12,144889,5966
All.toList (small).MapUB.12,183828,17050
All.toList (small).MapUU.12,198572,18682
All.toList (small).HashMapLazy.13,117362,7388
All.toList (small).HashMapStrict.13,117543,10326
All.toList (small).MapBL.13,144898,6454
All.toList (small).MapBB.13,177625,15878
All.toList (small).MapBU.13,192501,11204
All.toList (small).MapUL.13,145465,6346
All.toList (small).MapUB.13,231736,23008
All.toList (small).MapUU.13,206424,9356
All.toList (small).HashMapLazy.14,120801,5322
All.toList (small).HashMapStrict.14,118727,8874
All.toList (small).MapBL.14,149301,11958
All.toList (small).MapBB.14,188783,12112
All.toList (small).MapBU.14,206082,17220
All.toList (small).MapUL.14,165189,10210
All.toList (small).MapUB.14,205248,13574
All.toList (small).MapUU.14,238446,14366
All.toList (small).HashMapLazy.15,155995,11104
All.toList (small).HashMapStrict.15,134740,10082
All.toList (small).MapBL.15,160976,12880
All.toList (small).MapBB.15,201103,15142
All.toList (small).MapBU.15,217964,12168
All.toList (small).MapUL.15,168517,9892
All.toList (small).MapUB.15,211127,18368
All.toList (small).MapUU.15,255004,16642
All.toList (small).HashMapLazy.16,144816,12612
All.toList (small).HashMapStrict.16,137101,6760
All.toList (small).MapBL.16,167706,5242
All.toList (small).MapBB.16,222264,11336
All.toList (small).MapBU.16,230512,3522
All.toList (small).MapUL.16,187880,17560
All.toList (small).MapUB.16,234686,13992
All.toList (small).MapUU.16,295362,21536
All.toList (small).HashMapLazy.17,152804,7568
All.toList (small).HashMapStrict.17,145889,11780
All.toList (small).MapBL.17,173530,6750
All.toList (small).MapBB.17,216951,21420
All.toList (small).MapBU.17,241980,3368
All.toList (small).MapUL.17,187399,14496
All.toList (small).MapUB.17,246181,12260
All.toList (small).MapUU.17,276192,12984
All.toList (small).HashMapLazy.18,163353,10806
All.toList (small).HashMapStrict.18,161604,13176
All.toList (small).MapBL.18,203578,10466
All.toList (small).MapBB.18,236730,9536
All.toList (small).MapBU.18,251670,15330
All.toList (small).MapUL.18,208470,20052
All.toList (small).MapUB.18,257057,16794
All.toList (small).MapUU.18,276907,20852
All.toList (small).HashMapLazy.19,160569,15016
All.toList (small).HashMapStrict.19,159820,6086
All.toList (small).MapBL.19,186333,17558
All.toList (small).MapBB.19,234906,8190
All.toList (small).MapBU.19,269825,12830
All.toList (small).MapUL.19,201259,1826
All.toList (small).MapUB.19,259664,19668
All.toList (small).MapUU.19,300196,28556
All.toList (small).HashMapLazy.20,168337,15110
All.toList (small).HashMapStrict.20,167606,8552
All.toList (small).MapBL.20,208737,17230
All.toList (small).MapBB.20,258830,12680
All.toList (small).MapBU.20,296039,22136
All.toList (small).MapUL.20,222093,16208
All.toList (small).MapUB.20,298635,6840
All.toList (small).MapUU.20,328780,12686
All.toList (small).HashMapLazy.21,185828,17276
All.toList (small).HashMapStrict.21,187053,13706
All.toList (small).MapBL.21,228731,16182
All.toList (small).MapBB.21,279432,16770
All.toList (small).MapBU.21,296898,12836
All.toList (small).MapUL.21,234446,17782
All.toList (small).MapUB.21,284688,21702
All.toList (small).MapUU.21,311468,12210
All.toList (small).HashMapLazy.22,181542,16114
All.toList (small).HashMapStrict.22,190711,14184
All.toList (small).MapBL.22,236802,11004
All.toList (small).MapBB.22,277572,26920
All.toList (small).MapBU.22,296020,25826
All.toList (small).MapUL.22,234193,16206
All.toList (small).MapUB.22,332024,19300
All.toList (small).MapUU.22,328281,14852
All.toList (small).HashMapLazy.23,181854,16886
All.toList (small).HashMapStrict.23,190079,14298
All.toList (small).MapBL.23,215053,19240
All.toList (small).MapBB.23,276170,21794
All.toList (small).MapBU.23,319859,18144
All.toList (small).MapUL.23,233645,10706
All.toList (small).MapUB.23,308075,15564
All.toList (small).MapUU.23,375371,35242
All.toList (small).HashMapLazy.24,186610,10690
All.toList (small).HashMapStrict.24,199216,8206
All.toList (small).MapBL.24,252519,15398
All.toList (small).MapBB.24,344608,23674
All.toList (small).MapBU.24,337282,17998
All.toList (small).MapUL.24,277869,26748
All.toList (small).MapUB.24,355163,23540
All.toList (small).MapUU.24,371275,27668
All.toList (small).HashMapLazy.25,214146,8614
All.toList (small).HashMapStrict.25,202618,12862
All.toList (small).MapBL.25,265674,22106
All.toList (small).MapBB.25,332648,29934
All.toList (small).MapBU.25,353013,30332
All.toList (small).MapUL.25,263752,19424
All.toList (small).MapUB.25,358778,32740
All.toList (small).MapUU.25,368732,26162
All.toList (small).HashMapLazy.26,203216,14194
All.toList (small).HashMapStrict.26,214818,12272
All.toList (small).MapBL.26,247134,17822
All.toList (small).MapBB.26,322323,28926
All.toList (small).MapBU.26,355573,12048
All.toList (small).MapUL.26,286755,16840
All.toList (small).MapUB.26,354691,28358
All.toList (small).MapUU.26,401956,27516
All.toList (small).HashMapLazy.27,206369,7118
All.toList (small).HashMapStrict.27,230948,10168
All.toList (small).MapBL.27,278714,13990
All.toList (small).MapBB.27,337997,24898
All.toList (small).MapBU.27,380740,24474
All.toList (small).MapUL.27,297838,28714
All.toList (small).MapUB.27,373475,27512
All.toList (small).MapUU.27,408188,13572
All.toList (small).HashMapLazy.28,232049,15074
All.toList (small).HashMapStrict.28,235689,12460
All.toList (small).MapBL.28,288913,28710
All.toList (small).MapBB.28,364741,22694
All.toList (small).MapBU.28,389748,35240
All.toList (small).MapUL.28,317572,21348
All.toList (small).MapUB.28,374167,22156
All.toList (small).MapUU.28,411521,6872
All.toList (small).HashMapLazy.29,233861,17132
All.toList (small).HashMapStrict.29,235509,12562
All.toList (small).MapBL.29,284495,17008
All.toList (small).MapBB.29,351417,14720
All.toList (small).MapBU.29,387671,22654
All.toList (small).MapUL.29,310264,21546
All.toList (small).MapUB.29,399491,36608
All.toList (small).MapUU.29,447150,24064
All.toList (small).HashMapLazy.30,248168,23456
All.toList (small).HashMapStrict.30,251276,11512
All.toList (small).MapBL.30,302391,14032
All.toList (small).MapBB.30,372810,22650
All.toList (small).MapBU.30,407608,38734
All.toList (small).MapUL.30,312723,15740
All.toList (small).MapUB.30,408571,21320
All.toList (small).MapUU.30,474653,34938
All.toList (small).HashMapLazy.31,246661,13472
All.toList (small).HashMapStrict.31,257788,11822
All.toList (small).MapBL.31,294310,13138
All.toList (small).MapBB.31,386440,37042
All.toList (small).MapBU.31,414869,13874
All.toList (small).MapUL.31,349748,28022
All.toList (small).MapUB.31,431720,33700
All.toList (small).MapUU.31,471627,32270
All.toList (small).HashMapLazy.32,276414,22456
All.toList (small).HashMapStrict.32,262011,18032
All.toList (small).MapBL.32,322226,11218
All.toList (small).MapBB.32,406582,22706
All.toList (small).MapBU.32,438804,37104
All.toList (small).MapUL.32,345713,17910
All.toList (small).MapUB.32,439125,31554
All.toList (small).MapUU.32,486162,34258
All.toList (powers of two).HashMapLazy.0,3774,196
All.toList (powers of two).HashMapStrict.0,3819,218
All.toList (powers of two).MapBL.0,3571,240
All.toList (powers of two).MapBB.0,3560,332
All.toList (powers of two).MapBU.0,3554,92
All.toList (powers of two).MapUL.0,3531,214
All.toList (powers of two).MapUB.0,3430,154
All.toList (powers of two).MapUU.0,3488,252
All.toList (powers of two).HashMapLazy.1,7169,402
All.toList (powers of two).HashMapStrict.1,7081,662
All.toList (powers of two).MapBL.1,7013,592
All.toList (powers of two).MapBB.1,7038,384
All.toList (powers of two).MapBU.1,6985,592
All.toList (powers of two).MapUL.1,6984,616
All.toList (powers of two).MapUB.1,7264,474
All.toList (powers of two).MapUU.1,7261,540
All.toList (powers of two).HashMapLazy.2,23626,1940
All.toList (powers of two).HashMapStrict.2,24153,1866
All.toList (powers of two).MapBL.2,31164,1654
All.toList (powers of two).MapBB.2,37051,1756
All.toList (powers of two).MapBU.2,39038,2142
All.toList (powers of two).MapUL.2,32709,1652
All.toList (powers of two).MapUB.2,38849,2476
All.toList (powers of two).MapUU.2,42251,3448
All.toList (powers of two).HashMapLazy.4,38201,2112
All.toList (powers of two).HashMapStrict.4,37477,2592
All.toList (powers of two).MapBL.4,49672,3000
All.toList (powers of two).MapBB.4,60986,5246
All.toList (powers of two).MapBU.4,67230,4672
All.toList (powers of two).MapUL.4,52422,4556
All.toList (powers of two).MapUB.4,67504,2958
All.toList (powers of two).MapUU.4,72866,5234
All.toList (powers of two).HashMapLazy.8,74837,7368
All.toList (powers of two).HashMapStrict.8,74488,2658
All.toList (powers of two).MapBL.8,93479,7168
All.toList (powers of two).MapBB.8,115350,6464
All.toList (powers of two).MapBU.8,121898,6832
All.toList (powers of two).MapUL.8,98631,9612
All.toList (powers of two).MapUB.8,123358,5118
All.toList (powers of two).MapUU.8,133499,6806
All.toList (powers of two).HashMapLazy.16,137397,5984
All.toList (powers of two).HashMapStrict.16,137824,5530
All.toList (powers of two).MapBL.16,168094,5956
All.toList (powers of two).MapBB.16,210660,17602
All.toList (powers of two).MapBU.16,228501,10896
All.toList (powers of two).MapUL.16,185558,18100
All.toList (powers of two).MapUB.16,227700,13078
All.toList (powers of two).MapUU.16,248309,22662
All.toList (powers of two).HashMapLazy.32,280749,22042
All.toList (powers of two).HashMapStrict.32,256436,14422
All.toList (powers of two).MapBL.32,309890,19126
All.toList (powers of two).MapBB.32,385626,20966
All.toList (powers of two).MapBU.32,428264,35814
All.toList (powers of two).MapUL.32,334527,16922
All.toList (powers of two).MapUB.32,420007,17998
All.toList (powers of two).MapUU.32,476943,25016
All.toList (powers of two).HashMapLazy.64,683855,34638
All.toList (powers of two).HashMapStrict.64,707806,26522
All.toList (powers of two).MapBL.64,1024964,47174
All.toList (powers of two).MapBB.64,1192879,75218
All.toList (powers of two).MapBU.64,1302452,78062
All.toList (powers of two).MapUL.64,1112090,51322
All.toList (powers of two).MapUB.64,1260275,89148
All.toList (powers of two).MapUU.64,1304751,64202
All.toList (powers of two).HashMapLazy.128,1326447,101408
All.toList (powers of two).HashMapStrict.128,1261456,118498
All.toList (powers of two).MapBL.128,1700301,165478
All.toList (powers of two).MapBB.128,1944095,173294
All.toList (powers of two).MapBU.128,2123875,84598
All.toList (powers of two).MapUL.128,1777450,100722
All.toList (powers of two).MapUB.128,2095697,149934
All.toList (powers of two).MapUU.128,2301256,115902
All.toList (powers of two).HashMapLazy.256,2332016,133880
All.toList (powers of two).HashMapStrict.256,2437851,160390
All.toList (powers of two).MapBL.256,2809631,125768
All.toList (powers of two).MapBB.256,3620315,169132
All.toList (powers of two).MapBU.256,3993685,233866
All.toList (powers of two).MapUL.256,3299537,272916
All.toList (powers of two).MapUB.256,3966977,174352
All.toList (powers of two).MapUU.256,4384202,167860
All.toList (powers of two).HashMapLazy.512,4238184,311002
All.toList (powers of two).HashMapStrict.512,4407346,219278
All.toList (powers of two).MapBL.512,5214339,244508
All.toList (powers of two).MapBB.512,6941452,488588
All.toList (powers of two).MapBU.512,7361209,645016
All.toList (powers of two).MapUL.512,6164351,489352
All.toList (powers of two).MapUB.512,7308961,676424
All.toList (powers of two).MapUU.512,8331721,579726
All.toList (powers of two).HashMapLazy.1024,8113705,514518
All.toList (powers of two).HashMapStrict.1024,8645969,581298
All.toList (powers of two).MapBL.1024,10173695,358420
All.toList (powers of two).MapBB.1024,13388127,1080310
All.toList (powers of two).MapBU.1024,13786638,422164
All.toList (powers of two).MapUL.1024,11651875,1135754
All.toList (powers of two).MapUB.1024,14455020,1260076
All.toList (powers of two).MapUU.1024,15701990,1236728
